"ciudad","fecha","pp","ant_log","ant_op","prob","prob_corte","evento_log","Iop","umbral_op","evento_op"
"24521",2026-09-02,0.3,0.3,6.4,0,0.015,0,6.7,0.2,1
"24522",2026-09-02,0.1,0.1,0.1,0,0.096,0,0.2,29,0
"24523",2026-09-02,0.1,0.4,0.1,0.001,0.014,0,0.2,26.1,0
"24524",2026-09-02,0.1,0.1,0.1,0,0.134,0,0.3,20.9,0
"24530",2026-09-02,0,5.2,5.2,0.001,0.056,0,5.2,123.2,0
"24531",2026-09-02,0,7.6,7.6,0,0.563,0,7.7,97.9,0
"24532",2026-09-02,0,0.6,0.6,0.001,0.221,0,0.6,87.1,0
"24533",2026-09-02,0,4.4,0.4,0,0.074,0,0.4,114.2,0
"24540",2026-09-02,0,0.8,0,0,0.252,0,0.1,104.3,0
"24541",2026-09-02,0,1.6,1.6,0.001,0.167,0,1.6,171.8,0
"24542",2026-09-02,0,4.5,4.5,0.002,0.122,0,4.5,171.5,0
"24543",2026-09-02,0.1,0.1,3.2,0.003,0.021,0,3.3,129.2,0
"24544",2026-09-02,0.1,0.1,4.5,0.004,0.016,0,4.6,123.1,0
"24545",2026-09-02,0.1,3.8,2.1,0.001,0.045,0,2.1,77.1,0
"24546",2026-09-02,0,2.3,2.3,0,0.238,0,2.3,137,0
"24551",2026-09-02,0,3.5,3.5,0.001,0.243,0,3.5,72.3,0
"24552",2026-09-02,0,0.7,0.7,0.001,0.216,0,0.7,77.7,0
"24553",2026-09-02,0,0,0,0.001,0.014,0,0,39.9,0
"24554",2026-09-02,0,0.7,0,0.001,0.061,0,0,50.4,0
"24555",2026-09-02,0,0.7,0,0.001,0.062,0,0,49,0
"24703",2026-09-02,1.9,26.7,26,0.002,0.006,0,27.9,17.7,1
"24704",2026-09-02,3,22.5,22.5,0.002,0.003,0,25.4,43.6,0
"24705",2026-09-02,4,18.5,19,0.001,0.004,0,22.9,65.4,0
"24706",2026-09-02,3.9,13.8,24.3,0.001,0.004,0,28.3,101.5,0
"24707",2026-09-02,3.5,10,6.7,0.001,0.145,0,10.2,95.2,0
"24708",2026-09-02,3.9,5.2,5.2,0,0.666,0,9,115.4,0
"24716",2026-09-02,8.5,31.2,9.9,0.001,0.001,1,18.4,1.6,1
"24717",2026-09-02,9.2,37.8,37.8,0.001,0.001,1,47,4.6,1
"24718",2026-09-02,7.9,31.9,31.9,0.001,0,1,39.9,4.2,1
"24719",2026-09-02,6.7,20.5,5,0.001,0.001,1,11.7,0.2,1
"24720",2026-09-02,6.3,5.2,1.9,0.001,0.001,1,8.2,118.7,0
"24721",2026-09-02,5.3,11.1,1.9,0.001,0.001,1,7.2,115.3,0
"24722",2026-09-02,5,61.1,2.3,0.001,0.001,1,7.2,136.4,0
"24723",2026-09-02,5.5,61.3,3,0,0,1,8.5,121.2,0
"24724",2026-09-02,6,63.5,3.8,0.001,0.024,0,9.8,154.2,0
"24725",2026-09-02,5.4,27.1,66.3,0.001,0.001,1,71.7,45.2,1
"24726",2026-09-02,4.4,29.2,73.3,0.001,0.001,1,77.6,35.2,1
"24727",2026-09-02,3.9,3.2,80.9,0.001,0.001,1,84.8,37.1,1
"24728",2026-09-02,3.8,3.3,90.9,0.001,0.003,0,94.7,39.5,1
"24729",2026-09-02,3.5,3.1,81,0.001,0.003,0,84.5,30.5,1
"24730",2026-09-02,2.1,1.9,17.5,0.001,0.002,0,19.6,3.9,1
"24731",2026-09-02,0.7,0.6,8.6,0.001,0.002,0,9.2,1.5,1
"24732",2026-09-02,0.3,0.2,0.2,0.001,0.008,0,0.5,28.4,0
"24733",2026-09-02,0.1,0.1,0.1,0,0.051,0,0.3,25.9,0
"24740",2026-09-02,0,5.3,5.3,0,0.301,0,5.3,98.7,0
"24741",2026-09-02,0,5.3,0,0,0.22,0,0.1,28.7,0
"24742",2026-09-02,0,2.6,2.6,0,0.265,0,2.6,71.8,0
"24743",2026-09-02,0,0.3,1.8,0.001,0.122,0,1.8,101.8,0
"24750",2026-09-02,0,2.5,2.5,0.001,0.154,0,2.5,192.4,0
"24751",2026-09-02,0,0.7,1,0.001,0.037,0,1,134.7,0
"24752",2026-09-02,0,0.1,0.1,0.001,0.047,0,0.1,70.9,0
"24753",2026-09-02,0.1,0.1,1.9,0.002,0.271,0,2,108.9,0
"24754",2026-09-02,0.1,0.2,1.7,0.001,0.217,0,1.8,95.6,0
"24755",2026-09-02,0.1,0.1,0.1,0.002,0.291,0,0.2,48.9,0
"24760",2026-09-02,0,5.8,5.8,0.001,0.201,0,5.8,83.8,0
"24761",2026-09-02,0,3.2,3.2,0,0.424,0,3.2,73.2,0
"24762",2026-09-02,0,1.3,1.3,0,0.391,0,1.3,94.2,0
"24763",2026-09-02,0,0,0.7,0.001,0.02,0,0.7,72.9,0
"24764",2026-09-02,0,1.1,0,0.001,0.037,0,0,62.5,0
"24913",2026-09-02,1.8,26.3,25.8,0.002,0.548,0,27.7,93,0
"24914",2026-09-02,2.7,20.3,20,0.002,0.005,0,22.7,35.9,0
"24915",2026-09-02,3.6,16.4,24.4,0.002,0.001,1,28,74.8,0
"24916",2026-09-02,3.9,12.6,20.5,0.001,0.004,0,24.3,92.9,0
"24917",2026-09-02,3.3,16.4,6.1,0.001,0.08,0,9.4,76.4,0
"24918",2026-09-02,2.9,37,3.7,0,0.663,0,6.6,90.8,0
"24926",2026-09-02,10.2,4.3,7.7,0.001,0.001,1,17.9,0.6,1
"24927",2026-09-02,12.4,33.5,33.5,0.001,0,1,45.9,2.1,1
"24928",2026-09-02,11.2,26.5,26.5,0.002,0.001,1,37.8,1.8,1
"24929",2026-09-02,10,18.6,18.6,0.001,0.001,1,28.6,1.9,1
"24930",2026-09-02,7.9,4.4,1.7,0.001,0.001,1,9.6,127.3,0
"24931",2026-09-02,5.8,6.5,1.6,0.001,0.001,1,7.4,118.4,0
"24935",2026-09-02,5.6,11.2,17.1,0.001,0.001,1,22.7,14.5,1
"24936",2026-09-02,4.5,11.2,43.9,0.001,0.001,1,48.5,26.4,1
"24937",2026-09-02,3.4,2.5,57,0.001,0.001,1,60.3,24,1
"24938",2026-09-02,2.9,2.2,72.5,0.001,0.003,0,75.4,27.5,1
"24939",2026-09-02,2.6,2.1,2.1,0.001,0.016,0,4.7,166.8,0
"24940",2026-09-02,2.4,2,2,0.001,0.015,0,4.4,146.4,0
"24941",2026-09-02,1.6,1.3,1.3,0.001,0.025,0,2.9,124.5,0
"24942",2026-09-02,0.6,18.1,0.6,0,0.034,0,1.2,102.8,0
"24943",2026-09-02,0.2,0.2,11.9,0.001,0.01,0,12.1,229.3,0
"24944",2026-09-02,0.1,3.1,8.9,0,0.01,0,8.9,116.5,0
"24950",2026-09-02,0,5.7,5.7,0,0.321,0,5.7,98.7,0
"24951",2026-09-02,0.1,3.9,3.9,0,0.373,0,4,85.8,0
"24952",2026-09-02,0.1,1.9,1.9,0,0.281,0,1.9,102.9,0
"24953",2026-09-02,0,0.1,0.1,0.001,0.019,0,0.1,56.7,0
"24954",2026-09-02,0,0,2.2,0.006,0.216,0,2.2,143.7,0
"24961",2026-09-02,0,5.1,0.2,0.001,0.088,0,0.2,69.5,0
"24962",2026-09-02,0,0.2,0,0.001,0.107,0,0.1,34.1,0
"24963",2026-09-02,0,0.1,3.1,0.002,0.21,0,3.1,90.1,0
"24964",2026-09-02,0.1,0.1,2.7,0.001,0.041,0,2.8,80.7,0
"24965",2026-09-02,0.1,0.1,1.4,0.001,0.248,0,1.4,88.7,0
"24967",2026-09-02,0,0,0,0.002,0.034,0,0,13.4,0
"24970",2026-09-02,0,3.9,0,0.001,0.18,0,0,21.9,0
"24971",2026-09-02,0,1.9,1.9,0.001,0.371,0,1.9,101.5,0
"24972",2026-09-02,0,1.5,1.5,0.001,0.288,0,1.5,119.8,0
"24974",2026-09-02,0,1.6,0,0.001,0.096,0,0,58,0
"25124",2026-09-02,3.4,30.7,30.7,0.001,0.001,1,34.2,66.8,0
"25125",2026-09-02,4.3,24.3,16.9,0.002,0.006,0,21.1,27.3,0
"25126",2026-09-02,4.9,21.1,12.4,0.002,0.014,0,17.3,40.7,0
"25127",2026-09-02,4.5,17.6,7.6,0.001,0.033,0,12.1,60.9,0
"25128",2026-09-02,3.3,36.4,3.8,0,0.413,0,7.1,74.5,0
"25129",2026-09-02,2.2,1.8,1.8,0,0.049,0,4,73.4,0
"25137",2026-09-02,16.9,4.5,39.9,0.001,0,1,56.8,2.1,1
"25138",2026-09-02,17.2,33.1,33.1,0.001,0.001,1,50.3,1.7,1
"25146",2026-09-02,5,5.9,39.5,0.001,0.001,1,44.5,26,1
"25147",2026-09-02,3.5,10.1,46.8,0.001,0.001,1,50.2,23.9,1
"25148",2026-09-02,2.3,1.7,60,0.001,0.002,0,62.3,19.6,1
"25149",2026-09-02,1.9,1.4,1.4,0.001,0.019,0,3.3,142.8,0
"25150",2026-09-02,2.2,1.7,1.7,0.001,0.014,0,3.9,117.9,0
"25151",2026-09-02,2.3,1.9,1.9,0.001,0.018,0,4.2,120.4,0
"25152",2026-09-02,1.2,1,1,0.001,0.051,0,2.2,107.7,0
"25153",2026-09-02,0.4,1.5,13.5,0.001,0.001,1,13.9,280,0
"25154",2026-09-02,0.1,10.1,0.1,0,0.004,0,0.2,22.5,0
"25155",2026-09-02,0,0.1,0,0,0.085,0,0,19.6,0
"25159",2026-09-02,0.1,6.2,6.2,0.001,0.131,0,6.2,133.1,0
"25160",2026-09-02,0,5.6,5.6,0,0.306,0,5.6,119.6,0
"25161",2026-09-02,0,4.2,4.2,0,0.544,0,4.2,110.2,0
"25162",2026-09-02,0.1,2.3,2.3,0,0.437,0,2.4,119.9,0
"25163",2026-09-02,0,4.4,0.1,0.001,0.595,0,0.1,25.3,0
"25164",2026-09-02,0,0,0,0.006,0.28,0,0,30.5,0
"25165",2026-09-02,0,0.1,0.1,0.001,0.084,0,0.1,65.1,0
"25171",2026-09-02,0.1,4,4,0.001,0.039,0,4,121.2,0
"25173",2026-09-02,0.1,0.1,3.6,0.002,0.226,0,3.7,109.8,0
"25174",2026-09-02,0.1,0.1,0.2,0.001,0.046,0,0.2,50.2,0
"25175",2026-09-02,0.1,0.1,3,0.001,0.033,0,3.1,85.4,0
"25176",2026-09-02,0,0,0,0.002,0.04,0,0.1,12.6,0
"25177",2026-09-02,0,0,0,0.002,0.046,0,0,11.8,0
"25334",2026-09-02,4.5,32.1,24.4,0.002,0.004,0,28.9,30.7,0
"25335",2026-09-02,5.9,27.8,20.5,0.002,0.005,0,26.4,27.9,0
"25336",2026-09-02,6.9,46.8,15.9,0.001,0.005,0,22.9,33.5,0
"25337",2026-09-02,6.7,47.8,10.4,0.001,0.011,0,17.1,45.4,0
"25338",2026-09-02,5,39.9,5.4,0.001,0.023,0,10.4,56.6,0
"25339",2026-09-02,2.8,2.1,2.1,0.001,0.012,0,4.9,58,0
"25358",2026-09-02,2.3,1.5,53.6,0.001,0.001,1,55.8,16.4,1
"25359",2026-09-02,1.9,1.3,1.3,0.001,0.02,0,3.2,125.1,0
"25360",2026-09-02,1.9,1.4,1.4,0.001,0.037,0,3.3,117.8,0
"25361",2026-09-02,1.9,1.5,1.5,0.001,0.086,0,3.4,134.7,0
"25362",2026-09-02,1.3,25.3,1.1,0.001,0.062,0,2.4,120.9,0
"25363",2026-09-02,0.7,6.6,1.3,0,0.003,0,2,73.7,0
"25369",2026-09-02,0.1,0.2,0.3,0.001,0.009,0,0.4,49.8,0
"25370",2026-09-02,0,0.1,0.1,0.001,0.013,0,0.1,37.9,0
"25371",2026-09-02,0,0.1,3.6,0.001,0.017,0,3.6,98.9,0
"25372",2026-09-02,0.1,2.1,2.1,0,0.12,0,2.1,132,0
"25373",2026-09-02,0,0.2,0.2,0.001,0.495,0,0.2,67.3,0
"25374",2026-09-02,0,4.9,0.1,0,0.127,0,0.2,69.3,0
"25375",2026-09-02,0.1,0.2,0.1,0,0.639,0,0.2,61.3,0
"25383",2026-09-02,0.1,0.1,0.1,0.001,0.04,0,0.2,48.5,0
"25384",2026-09-02,0.1,0.1,0.1,0.002,0.027,0,0.2,43.2,0
"25385",2026-09-02,0.1,0.1,4.2,0.001,0.036,0,4.3,73.1,0
"25387",2026-09-02,0,0,0,0.001,0.008,0,0.1,12.8,0
"25390",2026-09-02,0,0,0,0.001,0.116,0,0,45.7,0
"25545",2026-09-02,6.4,19.6,19.1,0.003,0.061,0,25.5,148.7,0
"25546",2026-09-02,8,37.6,16.4,0.001,0.004,0,24.4,33.3,0
"25547",2026-09-02,8,36.9,11.2,0.001,0.003,0,19.1,32.6,0
"25548",2026-09-02,6.2,8.3,6.1,0.001,0.004,0,12.2,38.7,0
"25549",2026-09-02,3.3,2.2,2.2,0.001,0.004,0,5.5,46,0
"25570",2026-09-02,1.9,1.3,1.3,0.001,0.112,0,3.2,141,0
"25571",2026-09-02,1.4,1,1,0.001,0.111,0,2.5,120.8,0
"25572",2026-09-02,1.2,31.3,0.9,0.001,0.025,0,2.1,87.4,0
"25573",2026-09-02,0.9,22.1,0.7,0.001,0,1,1.6,86.5,0
"25582",2026-09-02,0.1,0.1,1.8,0.002,0.146,0,1.8,0.3,1
"25583",2026-09-02,0.1,2.2,2.2,0.001,0.083,0,2.2,95.4,0
"25584",2026-09-02,0.1,0.1,0.1,0.001,0.453,0,0.1,22.4,0
"25594",2026-09-02,0.1,0.1,0.1,0.001,0.007,0,0.2,21.6,0
"25595",2026-09-02,0.1,0.1,0.1,0.001,0.01,0,0.1,20.3,0
"25599",2026-09-02,0,5.5,0,0,0.171,0,0,53.9,0
"25757",2026-09-02,7.9,22.7,10.1,0.001,0.002,0,18,28.8,0
"25758",2026-09-02,6.6,7.3,6,0.001,0.003,0,12.5,33.5,0
"25759",2026-09-02,3.5,3.7,2.2,0.001,0.005,0,5.7,43.8,0
"25781",2026-09-02,1.1,0.8,0.8,0.001,0.086,0,1.9,107.7,0
"2579",2026-09-02,0.1,0.7,0.4,0.003,0.554,0,0.5,214.1,0
"25793",2026-09-02,0.1,2.2,2.2,0,0.108,0,2.2,97.2,0
"25804",2026-09-02,0,0,0,0.001,0.009,0,0.1,33.5,0
"25805",2026-09-02,0,0.1,0.1,0.001,0.02,0,0.1,44,0
"25806",2026-09-02,0.1,0.1,0.1,0.001,0.041,0,0.1,24.7,0
"2587",2026-09-02,0,0.2,0.2,0.005,0.551,0,0.2,247.3,0
"2588",2026-09-02,0,0.2,0.2,0.005,0.52,0,0.2,230.6,0
"2589",2026-09-02,0.1,0.6,0.3,0.002,0.551,0,0.4,377.1,0
"2590",2026-09-02,0,0.3,0.3,0.003,0.405,0,0.3,222.4,0
"2591",2026-09-02,0,0.1,0,0.007,0.823,0,0,176.7,0
"2592",2026-09-02,0,0,0,0.007,0.704,0,0,148.8,0
"2593",2026-09-02,0,0,0.1,0.003,0.048,0,0.1,487.6,0
"2594",2026-09-02,0,0.1,0.1,0.002,0.09,0,0.1,536.6,0
"2595",2026-09-02,0,0.1,0.1,0.002,0.115,0,0.1,430,0
"2596",2026-09-02,0,0.2,0.1,0.002,0.239,0,0.1,313.1,0
"25969",2026-09-02,5,3.7,3.1,0.001,0.007,0,8.1,44,0
"2597",2026-09-02,0,0.1,0,0,NA,NA,0,270.7,0
"2598",2026-09-02,0,0.1,0.2,0,NA,NA,0.2,0.1,1
"26016",2026-09-02,0,5,0.1,0,0.105,0,0.1,70.8,0
"26017",2026-09-02,0,4,0.1,0,0.136,0,0.1,61.4,0
"2605",2026-09-02,0,0.1,0.1,0.001,0.303,0,0.1,11.4,0
"2606",2026-09-02,0,0.1,0,0.001,0.03,0,0,11.5,0
"274",2026-09-02,0,0.1,0.1,0.002,0.018,0,0.1,32.2,0
"275",2026-09-02,0,0.1,0.1,0.002,0.431,0,0.1,49.5,0
"276",2026-09-02,0,0.2,0.2,0.004,0.367,0,0.2,202.8,0
"277",2026-09-02,0,0.1,0,0.004,0.294,0,0,59.1,0
"278",2026-09-02,0,0.1,0,0.002,0.004,0,0,0.7,0
"2797",2026-09-02,0,0,0.3,0.003,0.525,0,0.3,165.4,0
"2801",2026-09-02,0,0.5,0,0.002,0.441,0,0,183.4,0
"2802",2026-09-02,0,0.2,0.2,0.003,0.206,0,0.2,380.5,0
"2803",2026-09-02,0,0.2,0.1,0.003,0.42,0,0.1,514.7,0
"2804",2026-09-02,0,0.1,0.1,0.002,0.32,0,0.1,448.9,0
"2805",2026-09-02,0,0,0.1,0.002,0.337,0,0.1,463.9,0
"2806",2026-09-02,0,0.2,0,0.002,0.265,0,0,218.3,0
"2807",2026-09-02,0,0,0,0,NA,NA,0,274,0
"2815",2026-09-02,0,0.1,0,0.002,0.22,0,0,5.4,0
"2816",2026-09-02,0,0.1,0,0.004,0.574,0,0,28,0
"2817",2026-09-02,0,0,0.1,0.002,0.222,0,0.1,61.5,0
"3007",2026-09-02,0.1,0.5,0.5,0,0.892,0,0.6,165.8,0
"3011",2026-09-02,0,1.3,0,0.001,0.109,0,0.1,150.6,0
"3012",2026-09-02,0,0.2,0.2,0.003,0.94,0,0.2,513.5,0
"3013",2026-09-02,0,0.1,0,0.003,0.767,0,0,214.9,0
"3014",2026-09-02,0,0.1,0.1,0.002,0.226,0,0.1,226,0
"3015",2026-09-02,0,0,0,0.002,0.285,0,0.1,188.5,0
"3016",2026-09-02,0,0,0,0.002,0.22,0,0,252.2,0
"3023",2026-09-02,0,0.1,0,0.001,0.274,0,0,43.6,0
"3024",2026-09-02,0,0.1,0,0.003,0.224,0,0,35.3,0
"3025",2026-09-02,0,0.1,0,0.004,0.553,0,0,20.2,0
"3026",2026-09-02,0,0.1,0,0.003,0.221,0,0,14.4,0
"3217",2026-09-02,0.2,1.9,1.7,0,0.12,0,1.9,174.6,0
"3218",2026-09-02,0.2,1.8,3.1,0.001,0.118,0,3.3,220.8,0
"3221",2026-09-02,0,6.6,6.6,0.001,0.189,0,6.6,208.1,0
"3222",2026-09-02,0.1,0.9,0.9,0.001,0.225,0,1,146.8,0
"3223",2026-09-02,0,0.2,0.2,0.002,0.378,0,0.2,520.8,0
"3224",2026-09-02,0,0,0,0.002,0.429,0,0,493.2,0
"3225",2026-09-02,0,0.1,0.1,0.001,0.121,0,0.1,168.9,0
"3226",2026-09-02,0.1,0.1,0.1,0.002,0.184,0,0.1,138,0
"3233",2026-09-02,0,0,0,0.003,0.539,0,0.1,232.2,0
"3234",2026-09-02,0,0,0,0.003,0.815,0,0,156.6,0
"3235",2026-09-02,0,0.1,0,0.005,0.88,0,0,58.1,0
"3236",2026-09-02,0,0,0,0.005,0.976,0,0,27.5,0
"3238",2026-09-02,0,0,0,0.019,0.999,0,0,59,0
"3239",2026-09-02,0,0,0,0.01,0.753,0,0,37,0
"3240",2026-09-02,0,0,0,0.001,0.038,0,0,11.9,0
"3426",2026-09-02,0.2,0.2,0.2,0.002,0.01,0,0.3,26.5,0
"3427",2026-09-02,0.1,1.4,1.4,0.001,0.281,0,1.5,299.6,0
"3428",2026-09-02,0.2,1.4,1.4,0.002,0.003,0,1.6,27.3,0
"3431",2026-09-02,0.2,6.7,6.6,0.001,0.097,0,6.8,184.1,0
"3432",2026-09-02,0.3,3.1,2.9,0.001,0.123,0,3.3,159.4,0
"3433",2026-09-02,0.1,0.8,0.8,0.001,0.406,0,0.9,335.4,0
"3434",2026-09-02,0,0.1,0.1,0.002,0.401,0,0.1,315.9,0
"3435",2026-09-02,0.1,0.1,0,0.002,0.509,0,0.1,133.2,0
"3436",2026-09-02,0.1,0.2,0.2,0.002,0.172,0,0.3,98.7,0
"3437",2026-09-02,0.1,0.7,0.7,0.004,0.006,0,0.8,26.4,0
"3438",2026-09-02,0.1,0.8,0,0.005,0.007,0,0.2,13.2,0
"3442",2026-09-02,0,0,0.1,0.002,0.147,0,0.1,222.6,0
"3443",2026-09-02,0,0,0,0.002,0.414,0,0,101.5,0
"3444",2026-09-02,0,0,0,0.003,0.609,0,0,107.3,0
"3445",2026-09-02,0,0.1,0.1,0.004,0.664,0,0.1,195.4,0
"3446",2026-09-02,0,0,0,0.002,0.025,0,0,61.8,0
"3447",2026-09-02,0,0,0,0.003,0.698,0,0,23.7,0
"3448",2026-09-02,0,0,0,0.002,0.066,0,0,22.1,0
"3449",2026-09-02,0,0,0,0.003,0.401,0,0,48.8,0
"3450",2026-09-02,0,0,0,0.001,0.044,0,0,11.1,0
"3451",2026-09-02,0,0,0,0.002,0.727,0,0,13.8,0
"3635",2026-09-02,1,1,1,0.001,0.009,0,1.9,9.5,0
"3636",2026-09-02,0.6,0.5,0.5,0.001,0.008,0,1.1,13.3,0
"3637",2026-09-02,0.2,1.2,1.2,0.001,0.194,0,1.4,307.9,0
"3638",2026-09-02,0.6,2.3,2.9,0.002,0.003,0,3.4,229,0
"3639",2026-09-02,0.7,0.3,3.1,0.001,0.002,0,3.7,27.9,0
"3642",2026-09-02,1,4.2,0.2,0.002,0.647,0,1.2,85.8,0
"3643",2026-09-02,0.6,2.4,2.4,0.001,0.283,0,3,255.4,0
"3644",2026-09-02,0.2,0.9,0.9,0.003,0.968,0,1.1,245.8,0
"3645",2026-09-02,0.2,0.3,0.1,0.002,0.951,0,0.2,169.1,0
"3646",2026-09-02,0.3,0.8,0.2,0.002,0.49,0,0.4,62.9,0
"3647",2026-09-02,0.4,1.2,0.2,0.004,0.008,0,0.6,58.8,0
"3648",2026-09-02,0.3,0.9,0.2,0.004,0.009,0,0.5,26.6,0
"3649",2026-09-02,0.2,0.3,0.1,0.004,0.008,0,0.3,19.9,0
"3651",2026-09-02,0.1,0.1,0,0.002,0.04,0,0.2,70.2,0
"3652",2026-09-02,0.1,0,0,0.002,0.189,0,0.1,67.8,0
"3653",2026-09-02,0,0,0,0.002,0.395,0,0.1,152.6,0
"3655",2026-09-02,0,0,0.1,0.002,0.704,0,0.1,216.5,0
"3656",2026-09-02,0,0,0,0.002,0.785,0,0,71.7,0
"3657",2026-09-02,0,0,0,0.002,0.714,0,0,67.8,0
"3658",2026-09-02,0,0,0,0.002,0.23,0,0,24.3,0
"3659",2026-09-02,0,0,0,0.004,0.007,0,0,4.3,0
"3660",2026-09-02,0,0,0,0.003,0.007,0,0,3,0
"3661",2026-09-02,0,0,0,0.002,0.847,0,0,31.7,0
"3662",2026-09-02,0,0,0,0.001,0.979,0,0,8.2,0
"3846",2026-09-02,1.1,0.8,0.8,0.001,0.007,0,1.9,12.6,0
"3847",2026-09-02,0.8,2.8,2.8,0.001,0.07,0,3.7,289.4,0
"3848",2026-09-02,1.2,0.5,0.5,0.001,0.009,0,1.8,19.4,0
"3849",2026-09-02,1.2,0.4,4.9,0.001,0.003,0,6.1,28.7,0
"3852",2026-09-02,1.3,3.8,3.8,0.004,0.017,0,5.1,29.5,0
"3853",2026-09-02,1.4,2.4,0.1,0.005,0.011,0,1.5,23.8,0
"3854",2026-09-02,0.7,2.2,2.2,0.003,0.545,0,2.9,214.1,0
"3855",2026-09-02,0.5,1.2,0.2,0.005,0.339,0,0.7,72.1,0
"3856",2026-09-02,0.7,1.8,1,0.003,0.529,0,1.8,169.8,0
"3857",2026-09-02,1.1,1.9,0.9,0.004,0.007,0,2,86.3,0
"3858",2026-09-02,0.6,0.7,0.3,0.004,0.011,0,0.9,63.7,0
"3859",2026-09-02,0.2,0.2,0.2,0.004,0.06,0,0.3,224.2,0
"3864",2026-09-02,0,0,0,0.003,0.5,0,0,133.2,0
"3865",2026-09-02,0,0,0,0.002,0.754,0,0,109.4,0
"3866",2026-09-02,0,0,0,0.005,0.02,0,0,25.5,0
"3867",2026-09-02,0,0,0,0.002,0.209,0,0,95.6,0
"3868",2026-09-02,0,0,0,0.002,0.024,0,0,169.5,0
"3869",2026-09-02,0,0,0,0.002,0.881,0,0,26.4,0
"3870",2026-09-02,0,0,0,0.002,0.128,0,0,36.3,0
"3871",2026-09-02,0,0,0,0.002,0.01,0,0,34.5,0
"3872",2026-09-02,0,0,0,0,0.823,0,0,14.3,0
"3873",2026-09-02,0,0,0,0,0.467,0,0,20.1,0
"3874",2026-09-02,0,0,0,0.001,0.84,0,0,35.6,0
"3875",2026-09-02,0,0,0,0.002,0.824,0,0,13.7,0
"4058",2026-09-02,1.4,0.5,0.5,0.001,0.009,0,1.9,19.6,0
"4059",2026-09-02,1.7,10.5,10.5,0.003,0.015,0,12.2,105.1,0
"4060",2026-09-02,2,14,13.9,0.003,0.02,0,15.9,87.8,0
"4061",2026-09-02,1.2,11.2,0.3,0.002,0.014,0,1.5,29.5,0
"4062",2026-09-02,1.1,6.3,0.1,0.002,0.015,0,1.3,28.9,0
"4063",2026-09-02,1.9,1.7,0,0.002,0.147,0,1.9,79.8,0
"4064",2026-09-02,2.1,0.2,0,0.002,0.03,0,2.1,22.5,0
"4065",2026-09-02,2.3,1.7,0.4,0.003,0.181,0,2.8,47.5,0
"4066",2026-09-02,2.1,2.8,1.6,0.003,0.253,0,3.7,86.5,0
"4067",2026-09-02,1.7,2,1.2,0.003,0.283,0,2.9,67.5,0
"4068",2026-09-02,0.8,0.7,0.3,0.003,0.101,0,1.2,61.5,0
"4069",2026-09-02,0.3,0.2,0.1,0.003,0.058,0,0.4,62.3,0
"4070",2026-09-02,0.4,0.3,0.3,0.005,0.244,0,0.7,180.7,0
"4073",2026-09-02,0.1,0.1,0.1,0.002,0.029,0,0.2,75.2,0
"4074",2026-09-02,0,0,0,0.002,0.098,0,0,271.1,0
"4075",2026-09-02,0,0,0,0.002,0.706,0,0,216.4,0
"4076",2026-09-02,0,0,0,0.002,0.848,0,0,243.5,0
"4077",2026-09-02,0,0,0,0.003,0.779,0,0,134,0
"4078",2026-09-02,0,0,0,0.002,0.085,0,0,195.6,0
"4079",2026-09-02,0,0,0,0.002,0.007,0,0,70.3,0
"4080",2026-09-02,0,0,0,0.002,0.796,0,0,33.2,0
"4082",2026-09-02,0,0,0,0,0.637,0,0,33.2,0
"4083",2026-09-02,0,0,0,0.001,0.059,0,0,49,0
"4084",2026-09-02,0,0,0,0,0.102,0,0,48,0
"4085",2026-09-02,0,0,0,0.001,0.7,0,0,20.1,0
"4087",2026-09-02,0,0.1,0,0.001,0.003,0,0,8.4,0
"4270",2026-09-02,4.2,25.4,0.8,0.003,0.005,0,5,17.8,0
"4271",2026-09-02,3.7,16.7,0.5,0.002,0.031,0,4.2,26.5,0
"4272",2026-09-02,3.5,5.7,12,0.001,0.001,1,15.5,2.9,1
"4273",2026-09-02,4.4,1.9,5.2,0.001,0.066,0,9.7,0.8,1
"4274",2026-09-02,7.4,1.2,5.2,0.002,0.03,0,12.6,0.2,1
"4275",2026-09-02,7.7,0.6,5.3,0.002,0.226,0,12.9,0.3,1
"4276",2026-09-02,3.5,1.8,3,0.004,0.065,0,6.5,152.7,0
"4279",2026-09-02,0.4,0.2,0.1,0.003,0.044,0,0.5,54.5,0
"4281",2026-09-02,0.4,0.2,0.2,0.006,0.013,0,0.5,8.2,0
"4282",2026-09-02,0.2,0.2,1.7,0.006,0.007,0,1.9,73.1,0
"4283",2026-09-02,0,0.6,0.6,0.001,0.312,0,0.6,248.5,0
"4284",2026-09-02,0,0.2,0.2,0.002,0.526,0,0.2,300,0
"4285",2026-09-02,0,0,0.1,0.001,0.006,0,0.1,349.4,0
"4286",2026-09-02,0,0,0,0.001,0.711,0,0,203.9,0
"4287",2026-09-02,0,0,0,0.003,0.915,0,0,235.4,0
"4288",2026-09-02,0,0,0,0.003,0.009,0,0.1,240.4,0
"4289",2026-09-02,0,0,0,0.002,0.205,0,0,144.1,0
"4290",2026-09-02,0,0.2,0,0.002,0.063,0,0,59.1,0
"4291",2026-09-02,0,0.1,0,0.002,0.969,0,0,15.5,0
"4293",2026-09-02,0,0,0,0.002,0.015,0,0,2.1,0
"4294",2026-09-02,0,0,0,0,0.365,0,0,40,0
