"ciudad","fecha","pp","ant_log","ant_op","prob","prob_corte","evento_log","Iop","umbral_op","evento_op"
"10001",2026-09-02,0.2,0.6,0.6,0,0.256,0,0.8,29.6,0
"10004",2026-09-02,0,0.1,0.1,0,0.003,0,0.1,41.5,0
"10005",2026-09-02,0,0,0,0.001,0.371,0,0,38.1,0
"10006",2026-09-02,0,0,0,0,0.34,0,0,70.4,0
"10007",2026-09-02,0,0,0,0,0.564,0,0,104.8,0
"10008",2026-09-02,0,0,0,0,0.016,0,0,113.1,0
"10010",2026-09-02,0,0,NA,0.002,NA,NA,NA,NA,NA
"10013",2026-09-02,0,0,0,0.001,0.311,0,0,3.7,0
"10014",2026-09-02,0,0,0,0.002,0.502,0,0,3,0
"10015",2026-09-02,0,0,0,0.001,0.375,0,0,3.4,0
"10016",2026-09-02,0,0.1,0,0.002,0.519,0,0,1.9,0
"10017",2026-09-02,0,0.1,0,0.002,0.458,0,0,1.9,0
"10156",2026-09-02,3.4,5.4,42.1,0.001,0.001,1,45.5,20.7,1
"10157",2026-09-02,3.8,5.9,36.3,0.001,0.001,1,40.1,235.4,0
"10158",2026-09-02,4.2,8,58.8,0.001,0,1,63,272.5,0
"10159",2026-09-02,4.1,80.8,104.7,0.001,0,1,108.8,27.1,1
"10160",2026-09-02,3.1,8.1,108.1,0.001,0,1,111.2,45.8,1
"10161",2026-09-02,2,2.9,2.9,0.002,0.048,0,4.9,133.6,0
"10162",2026-09-02,2,4.5,4.5,0.001,0.034,0,6.5,126.2,0
"10163",2026-09-02,1.8,7.8,7.8,0.001,0.025,0,9.6,116.4,0
"10164",2026-09-02,0.6,7.1,7.1,0.002,0.038,0,7.7,98.3,0
"10165",2026-09-02,0.1,2.6,1.7,0.003,0.067,0,1.8,92.6,0
"10166",2026-09-02,0.5,1.8,1.5,0.002,0.158,0,2,78.6,0
"10167",2026-09-02,1.1,2.4,1.9,0.002,0.448,0,3,70,0
"10168",2026-09-02,0.6,3,50.5,0.003,0.17,0,51.1,0.2,1
"10169",2026-09-02,0.2,2.4,2.4,0.002,0.364,0,2.6,74.4,0
"10170",2026-09-02,0.4,0.5,33.5,0.002,0.121,0,33.9,1.7,1
"10172",2026-09-02,0.3,24.6,0.7,0.002,0.051,0,1,184.1,0
"10173",2026-09-02,0.2,29.6,1.1,0.001,0.088,0,1.3,119.1,0
"10174",2026-09-02,0.3,1.3,39.3,0.002,0.083,0,39.6,291.1,0
"10175",2026-09-02,0.4,1.4,55.9,0.002,0.048,0,56.2,274.9,0
"10186",2026-09-02,4.3,9.1,2.5,0.001,0,1,6.8,126.6,0
"10187",2026-09-02,3.2,9.2,54.1,0.001,0.001,1,57.3,7.7,1
"10188",2026-09-02,1.9,7.5,30.6,0.001,0.148,0,32.5,1,1
"10189",2026-09-02,1.6,21.2,1.3,0.001,0.152,0,2.8,57,0
"10190",2026-09-02,2.3,24.4,6.4,0.001,0.143,0,8.7,137.5,0
"10193",2026-09-02,3,2.9,37.9,0.005,0.004,1,40.9,20.3,1
"10194",2026-09-02,2.2,2.2,23,0.007,0.038,0,25.2,18.4,1
"10195",2026-09-02,0.8,3.3,0.8,0.003,0.006,0,1.6,10.8,0
"10196",2026-09-02,0.2,3.3,0.8,0.001,0.001,1,1,32.9,0
"10197",2026-09-02,0.2,0.3,2.1,0.001,0.001,1,2.3,0.1,1
"10198",2026-09-02,0.2,3.5,3.5,0,0,1,3.8,0.4,1
"10199",2026-09-02,0.2,0.4,0.4,0,0.029,0,0.5,50.6,0
"10200",2026-09-02,0.3,4.8,0.4,0,0.046,0,0.8,33.7,0
"10201",2026-09-02,0.5,5,5,0.001,0.001,1,5.5,0.1,1
"10202",2026-09-02,0.7,6.9,6.9,0.001,0.001,1,7.6,0.2,1
"10203",2026-09-02,0.7,6.8,2.2,0.001,0,1,3,0.2,1
"10204",2026-09-02,0.5,5.4,1.4,0.001,0.001,1,1.9,62.4,0
"10205",2026-09-02,0.1,0.4,0.2,0.001,0.001,1,0.3,24.4,0
"10206",2026-09-02,0.1,0.8,0.8,0,0.003,0,0.9,40.6,0
"10207",2026-09-02,0.5,1.8,2.6,0,0.087,0,3.1,136.6,0
"10208",2026-09-02,0.7,1.9,1.9,0,0.064,0,2.7,82,0
"10209",2026-09-02,0.7,1.8,1.8,0.001,0.013,0,2.5,23.3,0
"10210",2026-09-02,0.5,1.7,1.5,0.001,0.089,0,2.1,27.1,0
"10211",2026-09-02,0.3,1,0.8,0,0.018,0,1.1,22,0
"10216",2026-09-02,0.1,0.1,0.1,0,0.013,0,0.1,28.9,0
"10218",2026-09-02,0,0,0,0,0.012,0,0.1,101.4,0
"10219",2026-09-02,0,0,0,0,0.008,0,0,56.8,0
"10224",2026-09-02,0,0,0,0.001,0.23,0,0,8.3,0
"10225",2026-09-02,0,0,0,0.001,0.364,0,0,3.5,0
"10226",2026-09-02,0,0.1,0,0.001,0.621,0,0,2.9,0
"10227",2026-09-02,0,0.1,0,0.001,0.36,0,0,1.7,0
"10228",2026-09-02,0,0.1,0,0.002,0.335,0,0,3.7,0
"10366",2026-09-02,3.4,5.1,39.9,0.001,0.001,1,43.3,19.7,1
"10367",2026-09-02,3.4,5.2,32.6,0.001,0.001,1,36,276.3,0
"10368",2026-09-02,3.1,5.7,43.8,0.001,0.001,1,46.9,298.3,0
"10369",2026-09-02,3,6.9,64.6,0.001,0,1,67.7,260.4,0
"10370",2026-09-02,3,3.2,3.2,0.002,0.072,0,6.3,126,0
"10371",2026-09-02,2.3,3.1,3.1,0.001,0.043,0,5.4,142.7,0
"10372",2026-09-02,1.9,3.4,3.4,0.001,0.065,0,5.3,173.1,0
"10373",2026-09-02,1.8,4.6,4.6,0.001,0.067,0,6.4,170.6,0
"10374",2026-09-02,0.8,2.6,2.6,0.001,0.064,0,3.4,133.7,0
"10375",2026-09-02,0.2,71.1,93.9,0.007,0.003,1,94.1,1.3,1
"10376",2026-09-02,0.3,37.7,0.4,0.004,0.08,0,0.6,61.5,0
"10377",2026-09-02,1.2,1.3,0.9,0.001,0.073,0,2.1,62.5,0
"10378",2026-09-02,1.2,1.1,1.1,0.001,0.186,0,2.2,77.2,0
"10379",2026-09-02,0.6,1.1,0.7,0.001,0.299,0,1.4,66.3,0
"10380",2026-09-02,0.6,0.9,32,0.002,0.453,0,32.7,1.1,1
"10381",2026-09-02,0.8,0.5,1,0.003,0.297,0,1.8,84.8,0
"10382",2026-09-02,0.4,1.1,1.1,0,0.397,0,1.5,130.6,0
"10396",2026-09-02,4.3,7.4,2.6,0.001,0,1,6.9,115.7,0
"10397",2026-09-02,3.2,37.2,2.2,0.001,0.183,0,5.4,140.5,0
"10398",2026-09-02,2.5,37.4,1.8,0.001,0.234,0,4.3,128.5,0
"10399",2026-09-02,2.4,32.4,1.9,0.001,0.247,0,4.3,111.7,0
"10400",2026-09-02,2.9,64.2,2.5,0.002,0.09,0,5.4,102.5,0
"10401",2026-09-02,3.4,3.1,79.5,0.002,0.115,0,82.9,4.6,1
"10402",2026-09-02,3.6,66.7,44.3,0.001,0.001,1,48,3,1
"10403",2026-09-02,4.1,3.8,48.7,0.006,0.005,1,52.7,66.9,0
"10404",2026-09-02,3.7,3.5,34.6,0.007,0.006,1,38.2,57.6,0
"10405",2026-09-02,1.6,17.8,17.8,0.001,0.001,1,19.4,3.3,1
"10406",2026-09-02,0.4,4.6,4.6,0.001,0.001,1,5,0.6,1
"10407",2026-09-02,0.2,3.7,3.7,0.001,0.001,1,4,0.1,1
"10408",2026-09-02,0.2,6.2,0.2,0.001,0.123,0,0.3,43.5,0
"10409",2026-09-02,0.1,9.7,0.1,0.001,0.114,0,0.2,42.6,0
"10410",2026-09-02,0.1,7.5,0.2,0,0.074,0,0.3,43,0
"10411",2026-09-02,0.3,1,4.4,0.001,0.008,0,4.7,0.3,1
"10412",2026-09-02,0.5,1.6,6.1,0.001,0.001,1,6.6,0.4,1
"10413",2026-09-02,0.5,6.5,6.5,0.001,0.001,1,7,0.4,1
"10414",2026-09-02,0.3,4.8,2.4,0.001,0.001,1,2.7,0.4,1
"10415",2026-09-02,0.1,0.5,0.5,0.001,0.01,0,0.7,40.8,0
"10416",2026-09-02,0.2,1,1.3,0,0.002,0,1.4,46.4,0
"10417",2026-09-02,0.5,2.7,2.4,0,0.046,0,2.9,96.5,0
"10418",2026-09-02,0.8,3,2.8,0,0.013,0,3.6,85.2,0
"10419",2026-09-02,0.7,2.6,1.5,0,0.006,0,2.3,24.8,0
"10420",2026-09-02,0.6,1.9,1.9,0.002,0.003,0,2.5,17.5,0
"10421",2026-09-02,0.5,1.5,1.5,0.001,0.003,0,2,17.8,0
"10424",2026-09-02,0.1,0.6,0.6,0,0.02,0,0.7,70.4,0
"10425",2026-09-02,0.2,0.4,0.6,0,0.017,0,0.8,75.4,0
"10435",2026-09-02,0,0,0,0.001,0.277,0,0,10.4,0
"10436",2026-09-02,0,0,0,0.001,0.11,0,0,7.4,0
"10437",2026-09-02,0,0,0.1,0,0.209,0,0.1,5.9,0
"10438",2026-09-02,0,0,0,0.001,0.441,0,0,1.9,0
"10439",2026-09-02,0,0,0,0.002,0.707,0,0,1.8,0
"10440",2026-09-02,0,0,0,0.001,0.58,0,0,1.8,0
"10441",2026-09-02,0,0,0,0.002,0.691,0,0,1.6,0
"10576",2026-09-02,3.9,43.1,43.1,0.002,0.001,1,47,10,1
"10577",2026-09-02,3.8,5.9,35.6,0.002,0.001,1,39.4,279.7,0
"10578",2026-09-02,2.7,4.5,33.4,0.001,0.202,0,36.1,349.4,0
"10579",2026-09-02,2.5,4.6,40.7,0.001,0.001,1,43.1,306.9,0
"10580",2026-09-02,3,2.9,65.7,0.002,0.075,0,68.7,307.7,0
"10581",2026-09-02,2.7,3.1,3.1,0.002,0.052,0,5.8,105.8,0
"10582",2026-09-02,1.8,2.4,2.4,0.001,0.186,0,4.2,145,0
"10583",2026-09-02,1.4,2.1,2.1,0.001,0.168,0,3.4,180.5,0
"10584",2026-09-02,0.9,1.3,1.3,0.001,0.26,0,2.2,200.4,0
"10585",2026-09-02,0.3,51.3,0.6,0.006,0.004,1,0.9,0.1,1
"10588",2026-09-02,2,0.3,36.2,0.002,0.108,0,38.2,170.3,0
"10589",2026-09-02,0.5,0.3,0.2,0.001,0.407,0,0.6,68.7,0
"10590",2026-09-02,0.1,0.2,0.1,0.002,0.524,0,0.2,148.3,0
"10591",2026-09-02,0.6,0.7,0.4,0.001,0.119,0,1,81.6,0
"10592",2026-09-02,0.4,1,1,0,0.061,0,1.4,65.4,0
"10593",2026-09-02,0.3,1.1,25.6,0,0.08,0,25.9,173.8,0
"10605",2026-09-02,3.8,35.6,24.6,0.001,0.001,1,28.4,2.6,1
"10606",2026-09-02,4,6,2.5,0.001,0.281,0,6.6,99.7,0
"10607",2026-09-02,3.4,26.4,2.3,0.001,0.372,0,5.7,140,0
"10608",2026-09-02,2.3,35.6,1.7,0.001,0.518,0,4,173.4,0
"10609",2026-09-02,2.4,1.8,1.8,0.001,0.605,0,4.2,174.6,0
"10610",2026-09-02,3.3,57.7,2.7,0.002,0.372,0,6.1,147.3,0
"10611",2026-09-02,4.2,9.8,3.7,0.002,0.194,0,7.9,142.8,0
"10612",2026-09-02,4.2,75.1,75.1,0.001,0.001,1,79.3,9.8,1
"10613",2026-09-02,4.7,51,51,0.008,0.007,1,55.8,91.3,0
"10614",2026-09-02,4.3,39.6,39.6,0.001,0.001,1,43.9,11.7,1
"10615",2026-09-02,1.9,18,18,0.001,0.001,1,20,3.1,1
"10616",2026-09-02,0.6,5.8,5.8,0,0,1,6.5,0.3,1
"10617",2026-09-02,0.4,3.4,5.4,0.001,0,1,5.8,0.1,1
"10618",2026-09-02,0.3,0.7,8.5,0.001,0,1,8.7,0.3,1
"10619",2026-09-02,0.1,5.9,0.1,0.001,0.161,0,0.2,55.1,0
"10620",2026-09-02,0.1,2.3,0.1,0.001,0.148,0,0.2,53.3,0
"10621",2026-09-02,0.3,4.1,0.4,0.001,0.218,0,0.7,49,0
"10622",2026-09-02,0.4,6.1,0.5,0.001,0.063,0,0.9,57.4,0
"10623",2026-09-02,0.3,6.9,6.9,0.001,0.016,0,7.2,150,0
"10624",2026-09-02,0.2,4.8,4.8,0.001,0.001,1,5,0.9,1
"10625",2026-09-02,0.1,5.1,1.2,0.001,0.001,1,1.3,61.7,0
"10626",2026-09-02,0.2,4,4,0,0.026,0,4.2,125.3,0
"10627",2026-09-02,0.3,4.8,4.6,0,0.015,0,4.9,92.9,0
"10628",2026-09-02,0.4,0.8,4.5,0.001,0.012,0,5,59.3,0
"10629",2026-09-02,0.5,3.3,7.5,0,0.005,0,8,2,1
"10630",2026-09-02,0.5,2.2,2.2,0.002,0.002,0,2.7,17.6,0
"10631",2026-09-02,0.6,2.1,2.1,0.001,0.003,0,2.7,14.9,0
"10635",2026-09-02,0.3,0.6,0.9,0,0.008,0,1.1,40.7,0
"10644",2026-09-02,0,0,0,0,0.272,0,0,20.6,0
"10645",2026-09-02,0,0,0,0,0.207,0,0,40.8,0
"10646",2026-09-02,0,0,0,0.001,0.103,0,0,18.8,0
"10647",2026-09-02,0,0,0,0,0.135,0,0,11,0
"10648",2026-09-02,0,0,0,0.001,0.407,0,0,3.1,0
"10649",2026-09-02,0,0.1,0,0.001,0.5,0,0,1.6,0
"10650",2026-09-02,0,0,0,0,0.629,0,0,2.8,0
"10651",2026-09-02,0,0,0,0.001,0.17,0,0,2.2,0
"10652",2026-09-02,0,0,0,0.001,0.592,0,0,0.8,0
"10787",2026-09-02,3,2.2,42.9,0.001,0.009,0,45.9,293.7,0
"10788",2026-09-02,2.3,1.8,38.9,0.001,0.01,0,41.2,300.4,0
"10789",2026-09-02,2,1.7,51.7,0.001,0.207,0,53.7,4.5,1
"10790",2026-09-02,2.2,2.1,79.9,0.001,0.126,0,82.1,5.9,1
"10791",2026-09-02,2.2,2.2,99.8,0.002,0.071,0,102,5.2,1
"10792",2026-09-02,1.9,2,82.8,0.002,0.058,0,84.7,1.1,1
"10793",2026-09-02,1.2,1.3,84,0.001,0.273,0,85.2,403.6,0
"10794",2026-09-02,0.5,0.4,0.4,0.001,0.566,0,0.8,270.5,0
"10798",2026-09-02,5.8,0.3,47.8,0.004,0.725,0,53.5,1,1
"10799",2026-09-02,0.9,0.4,36.9,0.001,0.656,0,37.8,1,1
"10800",2026-09-02,0,0,0,0.001,0.089,0,0,85.1,0
"10801",2026-09-02,0.4,0.8,28.9,0,0.21,0,29.2,168.7,0
"10802",2026-09-02,0.4,37.9,37.9,0,0.185,0,38.3,183.7,0
"10803",2026-09-02,0.5,32.6,32.6,0,0.191,0,33.1,193,0
"10804",2026-09-02,0.7,28.5,28.5,0,0.033,0,29.1,219.2,0
"10814",2026-09-02,4.2,4.7,4.7,0,0.003,0,9,88.9,0
"10815",2026-09-02,3.5,4.4,4.4,0,0.003,0,7.9,91.2,0
"10816",2026-09-02,3.7,25.8,17.7,0.001,0.001,1,21.4,3,1
"10817",2026-09-02,3.6,36.1,23.8,0.001,0.001,1,27.3,4.1,1
"10818",2026-09-02,2.6,56.7,5.9,0.002,0.384,0,8.6,231.8,0
"10819",2026-09-02,2,79.6,1.4,0.002,0.375,0,3.4,151.5,0
"10820",2026-09-02,2.4,89.4,6.1,0.002,0.328,0,8.5,248.2,0
"10821",2026-09-02,3.8,7.3,54.2,0.001,0.172,0,58,4.8,1
"10822",2026-09-02,4.9,79.7,79.7,0.001,0.001,1,84.6,10,1
"10823",2026-09-02,5.5,68.9,68.9,0.001,0.001,1,74.4,12.5,1
"10824",2026-09-02,4.8,59.9,59.9,0.002,0.002,1,64.7,16.1,1
"10825",2026-09-02,2.5,34.5,22.8,0.001,0.001,1,25.3,0.7,1
"10826",2026-09-02,1.3,15.9,15.9,0.001,0,1,17.2,1.5,1
"10827",2026-09-02,1,1,8.9,0.001,0,1,9.9,0.4,1
"10828",2026-09-02,0.6,1.3,10.2,0.001,0,1,10.8,0.2,1
"10829",2026-09-02,0.3,5.9,0.2,0.002,0.162,0,0.5,50.4,0
"10830",2026-09-02,0.2,1.1,0.2,0.001,0.25,0,0.4,50.1,0
"10831",2026-09-02,0.4,3.5,0.5,0.001,0.194,0,0.9,61.4,0
"10832",2026-09-02,0.5,5.9,5.9,0.001,0.001,1,6.4,0.1,1
"10833",2026-09-02,0.3,5.2,0.9,0.001,0.013,0,1.2,58.9,0
"10834",2026-09-02,0.1,2.6,0.4,0,0.13,0,0.5,58.4,0
"10835",2026-09-02,0.1,3.9,0.2,0.001,0.164,0,0.4,48,0
"10836",2026-09-02,0.3,2.7,0.4,0,0.298,0,0.7,54.4,0
"10837",2026-09-02,0.1,6.3,6.3,0.001,0.08,0,6.4,61.1,0
"10841",2026-09-02,0.5,1.9,1.9,0.002,0.003,0,2.4,8.5,0
"10852",2026-09-02,0,0.1,0.1,0,0.182,0,0.1,196.4,0
"10859",2026-09-02,0,0,0,0,0.41,0,0,2.6,0
"10860",2026-09-02,0,0,0,0.001,0.528,0,0,4.6,0
"10861",2026-09-02,0,0,0,0.001,0.342,0,0,1.3,0
"10862",2026-09-02,0,0,0,0.001,0.558,0,0,2.1,0
"10863",2026-09-02,0,0,0,0.001,0.36,0,0,1.2,0
"10997",2026-09-02,1.5,1.1,46.2,0.001,0.009,0,47.7,239.4,0
"10998",2026-09-02,1.7,4.7,48.1,0.001,0.179,0,49.8,274.4,0
"10999",2026-09-02,1.7,4.7,72.9,0.004,0.527,0,74.6,1.4,1
"11000",2026-09-02,1.7,5.1,93.1,0.003,0.312,0,94.8,1.5,1
"11001",2026-09-02,1.8,1.6,78.1,0.001,0.066,0,80,185.1,0
"11002",2026-09-02,2.1,1.8,1.8,0.002,0.049,0,3.9,109.8,0
"11003",2026-09-02,2,1.6,1.6,0.001,0.375,0,3.6,192,0
"11004",2026-09-02,1.9,1.1,1.1,0.001,0.666,0,3,256.1,0
"11005",2026-09-02,2.4,0.7,0.7,0.001,0.129,0,3.1,133.9,0
"11006",2026-09-02,3.5,0.1,0.1,0.001,0.062,0,3.6,96.6,0
"11007",2026-09-02,7.7,50.6,60.9,0.005,0.189,0,68.6,234.5,0
"11008",2026-09-02,8.9,0.9,0.9,0.003,0.118,0,9.8,108.8,0
"11009",2026-09-02,2.8,1.4,0.5,0.001,0.001,1,3.3,76,0
"11010",2026-09-02,0.6,1.2,0.3,0.001,0.211,0,0.9,70.1,0
"11011",2026-09-02,0.1,37.3,0.4,0.002,0.001,1,0.5,77.6,0
"11012",2026-09-02,0.5,0.4,0.4,0.001,0.051,0,0.9,59,0
"11013",2026-09-02,0.7,2,38.1,0.001,0.001,1,38.8,245.8,0
"11024",2026-09-02,5.3,3,3,0.002,0.032,0,8.3,67.9,0
"11025",2026-09-02,5.1,5.6,3.1,0.002,0.044,0,8.3,80.7,0
"11026",2026-09-02,4.3,30,2.8,0.002,0.021,0,7,78.2,0
"11027",2026-09-02,3.5,32.5,2.4,0.001,0.025,0,5.9,88.1,0
"11028",2026-09-02,3.4,45.4,27.5,0.002,0.001,1,30.9,2.1,1
"11029",2026-09-02,2.1,65.1,2.7,0.002,0.259,0,4.7,201.1,0
"11030",2026-09-02,1.3,67.5,1,0.001,0.001,1,2.3,235,0
"11031",2026-09-02,2.8,61.8,2.7,0.001,0.114,0,5.5,123,0
"11032",2026-09-02,4.4,65.2,65.2,0.001,0.001,1,69.6,9.8,1
"11033",2026-09-02,4.7,67.6,8.8,0.001,0.033,0,13.5,273.9,0
"11034",2026-09-02,4,66.3,66.3,0.002,0.008,0,70.3,274.5,0
"11035",2026-09-02,2.9,6.5,52,0.001,0.001,1,54.9,6.1,1
"11036",2026-09-02,2.3,1.1,36.4,0.001,0.061,0,38.7,4.9,1
"11037",2026-09-02,2.7,1.6,27.9,0.001,0,1,30.6,1.9,1
"11038",2026-09-02,2.1,1.1,21.7,0.001,0,1,23.8,0.7,1
"11039",2026-09-02,1,9.9,1.4,0.003,0.175,0,2.4,106.1,0
"11040",2026-09-02,0.6,3.9,0.5,0.001,0.057,0,1.1,42.6,0
"11041",2026-09-02,0.5,3.2,0.5,0.001,0.092,0,1,40.5,0
"11042",2026-09-02,0.4,4.2,4.2,0.001,0.001,1,4.6,0.1,1
"11043",2026-09-02,0.2,2.9,0.3,0.001,0.027,0,0.4,25.2,0
"11044",2026-09-02,0,1,0,0.001,0.108,0,0.1,27.8,0
"11045",2026-09-02,0.2,3.2,0.9,0.001,0.228,0,1.1,65.5,0
"11047",2026-09-02,0.3,3.7,0.6,0,0.153,0,0.9,44.9,0
"11064",2026-09-02,0,0,0,0,0.279,0,0,120.6,0
"11069",2026-09-02,0,0,0,0.001,0.552,0,0,3,0
"11070",2026-09-02,0,0,0,0.001,0.546,0,0,9.6,0
"11071",2026-09-02,0,0,0,0.001,0.644,0,0,1.6,0
"11072",2026-09-02,0,0,0,0.001,0.718,0,0,2.9,0
"11073",2026-09-02,0,0,0,0.001,0.549,0,0,1.3,0
"11074",2026-09-02,0,0,0,0,0.161,0,0,3.2,0
"11075",2026-09-02,0,0,0,0.001,0.348,0,0,2.9,0
"11076",2026-09-02,0,0,0,0,0.033,0,0,2.1,0
"1110",2026-09-02,0.1,0.1,0.1,0.002,0.031,0,0.2,79.5,0
"1111",2026-09-02,0,0.2,0.1,0.002,0.175,0,0.2,48.9,0
"1112",2026-09-02,0,0.2,0.1,0.002,0.254,0,0.1,54,0
"1113",2026-09-02,0,0.1,0.1,0,0.144,0,0.2,107.4,0
"1114",2026-09-02,0,0.1,0.1,0.001,0.145,0,0.1,235.7,0
"1115",2026-09-02,0,0,0.1,0.002,0.052,0,0.1,272.4,0
"1116",2026-09-02,0,0,0,0.001,0.057,0,0.1,183.1,0
"1117",2026-09-02,0,0,0.1,0.002,0.005,0,0.1,222.2,0
"1118",2026-09-02,0,0.1,0.1,0.002,0.006,0,0.1,173.3,0
"1119",2026-09-02,0,0.1,0.1,0.003,0.396,0,0.1,154.9,0
"1120",2026-09-02,0,0.1,0,0.002,0.171,0,0,42.4,0
"11207",2026-09-02,0.8,0.5,49.4,0.001,0.332,0,50.1,190.3,0
"11208",2026-09-02,1.3,1,62.7,0.001,0.164,0,64,224.7,0
"11209",2026-09-02,1.7,6,99.3,0.004,0.55,0,101,1,1
"1121",2026-09-02,0,0.1,0,0.001,0.229,0,0.1,47.4,0
"11210",2026-09-02,1.4,7,5.1,0.002,0.3,0,6.6,186.7,0
"11211",2026-09-02,1.3,1.1,72.5,0.002,0.242,0,73.8,0.6,1
"11212",2026-09-02,1.5,1.3,61.1,0.002,0.217,0,62.6,1.5,1
"11213",2026-09-02,1.8,1.4,1.4,0.001,0.3,0,3.2,137.1,0
"11214",2026-09-02,1.9,1.1,1.1,0.001,0.5,0,3,187.2,0
"11215",2026-09-02,2.5,0.8,1.7,0.001,0.223,0,4.2,198.7,0
"11216",2026-09-02,3.6,54.5,0.8,0,0.043,0,4.4,154.3,0
"11217",2026-09-02,5.1,70.5,1.1,0,0.087,0,6.2,114.6,0
"11218",2026-09-02,5.2,2.2,1.6,0.001,0.001,1,6.9,114.9,0
"11219",2026-09-02,3.4,2.5,72,0.001,0.001,1,75.4,243.5,0
"1122",2026-09-02,0,0.1,0.1,0.001,0.111,0,0.1,213.3,0
"11220",2026-09-02,1.2,2.7,0.7,0.001,0.001,1,1.9,86.4,0
"11221",2026-09-02,0.5,0.5,0.5,0.001,0.035,0,1,68.5,0
"11222",2026-09-02,0.7,0.6,0.6,0.001,0.033,0,1.3,78.6,0
"1123",2026-09-02,0,0,0,0.002,0.589,0,0,40.2,0
"11234",2026-09-02,5.3,7.7,6.3,0.004,0.003,1,11.5,64.1,0
"11235",2026-09-02,5,44,44,0.003,0.003,1,49,29.8,1
"11236",2026-09-02,4.5,5.3,24.3,0.001,0.13,0,28.8,4.8,1
"11237",2026-09-02,4.1,4.5,20,0.001,0.091,0,24.1,2.1,1
"11238",2026-09-02,4,4.6,25.8,0.001,0.067,0,29.8,2.3,1
"11239",2026-09-02,2.7,57,1.6,0.001,0.046,0,4.3,99.3,0
"1124",2026-09-02,0,0,0,0.002,0.015,0,0,29.5,0
"11240",2026-09-02,2,52.5,52.5,0.001,0.001,1,54.5,6.9,1
"11241",2026-09-02,3.7,44.8,4.5,0.001,0.001,1,8.1,100.5,0
"11242",2026-09-02,5.5,8.6,8.2,0.002,0.076,0,13.7,100.6,0
"11243",2026-09-02,2.9,4.5,4.3,0.003,0.312,0,7.2,208.8,0
"11244",2026-09-02,1.9,2.6,37.2,0.002,0.172,0,39.2,561.5,0
"11245",2026-09-02,2.5,45.2,45.2,0.001,0.001,1,47.7,6.6,1
"11246",2026-09-02,2.7,4.8,44.5,0.001,0.001,1,47.2,8,1
"11247",2026-09-02,3.7,2.4,46.3,0.001,0,1,50,5.6,1
"11248",2026-09-02,2.8,1.3,20.8,0.001,0,1,23.6,0.1,1
"11249",2026-09-02,1.1,1,10.7,0.001,0,1,11.8,0.2,1
"11250",2026-09-02,0.7,1,6.2,0.001,0.05,0,6.9,0.2,1
"11251",2026-09-02,0.4,3.9,2.5,0.001,0.001,1,2.9,0.1,1
"11252",2026-09-02,0.3,2.3,0.6,0.001,0.001,1,0.9,35.9,0
"11253",2026-09-02,0.3,1.7,0.5,0.001,0.018,0,0.8,34.4,0
"11254",2026-09-02,0.2,1.7,1.7,0.001,0.001,1,1.9,0.3,1
"11255",2026-09-02,0.4,3.5,1.1,0.001,0.056,0,1.4,36.7,0
"11279",2026-09-02,0,0,0,0.001,0.32,0,0,19.7,0
"11280",2026-09-02,0,0,0,0.002,0.508,0,0,28.9,0
"11281",2026-09-02,0,0,0,0.001,0.841,0,0,24.3,0
"11282",2026-09-02,0,0,0,0.001,0.831,0,0,12.4,0
"11283",2026-09-02,0,0,0,0,0.11,0,0,3.3,0
"11284",2026-09-02,0,0,0,0,0.16,0,0,2.5,0
"11285",2026-09-02,0,0,0,0,0.063,0,0,5.3,0
"11286",2026-09-02,0,0,0,0,0.058,0,0,1.5,0
"11418",2026-09-02,1.4,1.1,78.1,0.001,0.151,0,79.5,4.5,1
"11419",2026-09-02,1.8,1.5,81.9,0.001,0.165,0,83.7,5.6,1
"11420",2026-09-02,1.5,1.3,84.5,0.001,0.262,0,86,3.6,1
"11421",2026-09-02,1.1,91.2,91.2,0.001,0.001,1,92.3,6.1,1
"11422",2026-09-02,1,4.5,80.6,0.002,0.309,0,81.5,2.5,1
"11423",2026-09-02,1,1.1,3.6,0.002,0.276,0,4.6,251.3,0
"11424",2026-09-02,1,0.9,0.9,0.002,0.169,0,1.9,138.7,0
"11425",2026-09-02,1,0.8,0.8,0.002,0.27,0,1.8,154.6,0
"11426",2026-09-02,2,76.3,1.7,0,0.056,0,3.6,153.7,0
"11427",2026-09-02,2.6,72.7,1.7,0,0.032,0,4.3,105.4,0
"11428",2026-09-02,2.3,63,63,0.001,0,1,65.3,7.9,1
"11445",2026-09-02,3.4,5.2,2.2,0.001,0.018,0,5.5,91.4,0
"11446",2026-09-02,3.4,44.2,44.2,0.001,0.001,1,47.6,10.8,1
"11448",2026-09-02,4.3,61.9,61.9,0.001,0.001,1,66.1,11.2,1
"11449",2026-09-02,3.7,7.8,7.8,0.002,0.002,1,11.5,1.6,1
"11450",2026-09-02,3.8,7.8,7.8,0.002,0.002,1,11.6,227,0
"11451",2026-09-02,4.5,5.5,60.2,0.005,0.008,0,64.8,54,1
"11452",2026-09-02,4.6,7.7,41.5,0.002,0.072,0,46.1,4.3,1
"11453",2026-09-02,2.4,4.3,2.4,0.003,0.318,0,4.8,126,0
"11454",2026-09-02,2,2.8,2.6,0.002,0.25,0,4.6,225.6,0
"11455",2026-09-02,2.9,37.8,37.8,0.001,0.001,1,40.7,4,1
